label	content	text2
0	wut do i do if i like sum1 & he likes me bak but b4 he asked me out but i said no becuz i didnt like him bak ? be honest,it might seem hard but u'll be relieved at the end .no matter what the outcome is.	
8	The website HotorNot?What do you think of that website?  Has anyone met someone from there?I think its cool. I have a pic posted there, my hot score is 97.9. The site is blatantly honest, so be prepared to NOT get offended if someone doesnt find you hot. No. I have not met anyone from the website.	
1	Is the Earth growing in mass?Since there is no matter or energy leaving our planet faster than the sun gives the energy to us, and we use the energy to grow (people/plants), does that mean the Earth is continuously gaining mass little by little?Earth gains about 40,000 metric tons per year from meteorites and cometary debris	
6	where can I find a custom toungue ring made out of pink diamond and in the shape I want it.?I need this tounge ring to be made of pink diamond and it has to be in the shape of a teddy bear.Go to your local custom jewelers!	
3	I need some Study Guides and Strategies?Would someone help me?Sure will. Glad you are interested in this. Motivation along with effective study strategies are the keys to doing well in school!\n\nHere is a comprehensive study strategies site:\nhttp://www.studygs.net/\n\nVirginia Tech Self-Help Study Skills Page--great resource: http://www.ucc.vt.edu/stdysk/stdyhlp.html\n\nSt. Thomas University Study Skills Links--a page of links to study skills websites in different study skills areas: http://www.stthomas.edu/academicsupport/helpful_study_skills_links.htm\n\nOakton Community College Study Skills Page:\nhttp://www.oakton.edu/resource/iss/stdyskls.htm\n\nWiseman Tech Study Skills Links: \nhttp://www3.dist214.k12.il.us/guidance/study.htm\n\nHope these are helpful!	
8	Where has all the sweet, sexy single girls gone to in ft. worth Texas? there has never been any sweet sexy girls in Ft. Worth. They are all ugly dumb b*tches. If I was you I'd go look for the sweet sexy girls in D-town.	
7	Ashlee Simpson?Ok, im not a punk person and has anyone seen her L.O.V.E. music video?  i play music videos in my head (like i make them up) and i just HATED it.  what did you think?I dislike L.O.V.E. it is very annoying it just says L.O. L.O. L.O.V.E no musical abilities there. But if you ask me her first c.d. is a lot better.	
9	Who is the worst president?  and why...? Well, I used to think it was Richard Nixon, but at least he recognized a losing war when he saw it and cut his losses.  He had the same arrogance about the power of his office as our sitting president, but at least he managed to use that power for diplomatic good (the opening up of China).\n\nI really don't expect history to be very kind to George W. Bush, especially when we can finally know all the things his administration is keeping secret.	
1	what is a copper calorimeter?what are stemcells\nwho was shakespear\nwho was akasha\nwho was harry houdini\nwhat are dinosaursA copper calorimeter is a small solid block of pure copper in a vacuum that has thermocouple wires attached to it to measure the rise in temperature of the block with exposure of the block to controlled amounts of energy from a heat source. Thermal loss must be minimized, readings must be immediate, calibrations must be highly accurate, temperature variations within the block must be eliminated (hence the need for a small block).	
4	I need a screen capturing tool for doing animations (like TurboDemo) for free. Where to get? Hi, since you are looking for a free solution you should give a try to Debugmode's Wink. You can get it at http://www.debugmode.com/wink/. Wink does not capture audio, I believe. But, it captures the video very well.\n\nIf you were considering paying for it then your best bet would be Camtasia Studio. You can learn more about it at http://www.techsmith.com/products/studio/default.asp.\n\nHTH,\nTurker	
8	how do you love your man? Doing things for him.  Massaging his back.  Baking cakes for him. Participating in his hobbies.   Decorating his place.  Fixing him romantic dinners. \nGiving a ear to listen to when he needs to talk.  Going with him to church.	
5	Where can I find a website that talks about the best places to stay for a ski vacation in the US?Looking for ski in ski out, near or at the mountain, with a city life and shopping within walking distance - any help?World wide ski guide. US included\nhttp://www.goski.com/	
3	What are the ways to get a full scholarship for a graduate study as a foreigner in the United States?I am a Turkish, political science major, high-honour student.If you get into top 35 PhD program you will probably get full scholarship for the first 5 years of your study. You will not be required to work in the first year, but in years 2-5 you will,  have to work as a teaching or research assistant for 20 hours a week. In lower ranked programs financing is usually tighter, so they will base on merit and financial need.	
